journey_id,user_id,driver_id,taxi_id,icon,start_type,start_at,start_lat,start_lon,end_at,end_lat,end_lon,end_state,driver_start_lat,driver_start_lon,arrived_at,source,driver_score,rider_score
b6206048fbda6d454ead4fa2b4b9beaf,d0de230345480ca6bcc86ce1eb89fbfa,40187316352d2c03ddc19e9c8ad7c514,42aa958edf790ef3d45823386fb734ea,executive,asap,2010-11-30 03:38:00,"-11,95227432","-76,81442261",2010-11-30 03:39:00,"40,4052887","-3,72117424",rider cancel,"-12,08863069","-76,96650439",,iPhone,,
d2cf43d9f47c6512b84e1ea7b8746a0c,8e37a68fab5f31a5e2c1b5f77c6bb9e5,1d8ba0bdacccf2d0d70ee9925185d231,1d8ba0bdacccf2d0d70ee99251862c54,executive,reserved,2010-11-28 22:30:00,"-12,0495456","-77,1116799",2010-11-29 00:22:00,"-12,11973","-76,998734",drop off,"-12,04809647","-77,096405",2010-11-28 22:02:00,web,,
7c01cd25b39f4f8b234bf56d48a5e9c9,8e37a68fab5f31a5e2c1b5f77c6bb9e5,ecdcce0c956e266ed26c80fd9e5cbb8f,1d3c551d7fc3d0daf73f0a8c82781c2d,executive,reserved,2010-11-28 22:30:00,"-12,0511575","-77,1300437",2010-11-28 23:04:00,"-12,0794453","-77,0896372",drop off,0,0,2010-11-28 22:34:00,web,,
ab90a1bf4289d96e78d4a47d7cc2286d,1e639fc120efea2675ac138ebeac4c2f,12c472dd8efc6ed622ae8669251b82f1,c26f22be31323781fd478dbcf8926d44,executive,asap,2010-11-28 01:04:00,"-12,0979889","-77,0223812",2010-11-28 01:32:00,"-12,1192177","-77,0413569",drop off,"-12,08757569","-77,03611258",2010-11-28 01:15:00,web,,4.0
d2cf43d9f47c6512b84e1ea7b8740874,2f1882c87731970df63e69d4bc254f96,3abce16ea601affbeae8f50584ce72ef,ab6ee368af1a9e1293acc0d14d1f9338,executive,reserved,2010-11-28 01:50:00,"-12,0903136","-77,0424105",2010-11-28 02:18:00,"43,5398067","-5,6575304",drop off,"-12,11418993","-77,03732522",2010-11-28 01:43:00,Wap,,5.0
fac8de6201087465a99a7b82a9e6964e,fa88b809b28e4387f72703c52ae49bb7,b66c43e298753a3d39220e53008a4325,b66c43e298753a3d39220e53008a4f19,executive,asap,2010-11-28 01:43:00,"-12,12494659","-77,01104736",2010-11-28 02:13:00,"-12,11608887","-77,03796387",drop off,"-12,14234877","-76,99142485",2010-11-28 01:54:00,iPhone,,5.0
d439fbb315b2966b8c84e219ecf82b65,9b22b91f3fa3f39566f27c1280225ed5,3bf29409837105b97d9548014095defd,f84c35d4d31654b733af0657b05f9b11,executive,asap,2010-12-01 00:36:00,"-12,10547606","-76,99768804",2010-12-01 02:06:00,"-12,09794296","-76,97605234",drop off,"-12,105584","-76,9977544",2010-12-01 01:02:00,Android,,5.0
d439fbb315b2966b8c84e219ecb73fb0,88a0d8a123b3c1b2f39bec89da5567a1,ecdcce0c956e266ed26c80fd9e5cbb8f,1d3c551d7fc3d0daf73f0a8c82781c2d,executive,asap,2010-12-01 02:18:00,"-12,12514877","-77,03384399",2010-12-01 02:58:00,"-12,14094925","-76,99710083",drop off,"-12,11430411","-77,03733496",2010-12-01 02:28:00,iPhone,5.0,5.0
d439fbb315b2966b8c84e219ecda2291,85beef0c795e5e4cacf4aa4058c16b01,ecdcce0c956e266ed26c80fd9e5cbb8f,1d3c551d7fc3d0daf73f0a8c82781c2d,executive,asap,2010-12-01 01:21:00,"-12,11585617","-77,03973389",2010-12-01 01:52:00,"-12,14199829","-77,0272522",drop off,"-12,08284193","-77,06816043",2010-12-01 01:43:00,iPhone,4.0,5.0
d439fbb315b2966b8c84e219ecf768d4,d439fbb315b2966b8c84e219ec7344ae,ecdcce0c956e266ed26c80fd9e5cbb8f,1d3c551d7fc3d0daf73f0a8c82781c2d,executive,asap,2010-12-01 03:09:00,"-12,1262063","-77,00381186",2010-12-01 03:36:00,"-12,1167558","-77,03525573",drop off,"-12,13019291","-77,02124196",2010-12-01 03:18:00,Android,,5.0
cd6fba80de11849ce566009f41dd4480,8e37a68fab5f31a5e2c1b5f77c6bb9e5,ecdcce0c956e266ed26c80fd9e5cbb8f,1d3c551d7fc3d0daf73f0a8c82781c2d,executive,reserved,2010-11-29 12:45:00,"-12,0794453","-77,0896372",2010-11-29 13:35:00,"-12,0477619","-77,0911556",drop off,"-12,07735953","-77,07495019",2010-11-29 12:35:00,web,,
d51ec809ccecd882cbdb357b5a50c937,8e37a68fab5f31a5e2c1b5f77c6bb9e5,1d8ba0bdacccf2d0d70ee9925185d231,1d8ba0bdacccf2d0d70ee99251862c54,executive,reserved,2010-11-29 22:30:00,"-12,0477619","-77,0911556",2010-11-29 23:20:00,"-12,1311697","-77,0108557",drop off,"-12,07398787","-77,08699008",2010-11-29 22:19:00,web,,
d51ec809ccecd882cbdb357b5a50e21d,8e37a68fab5f31a5e2c1b5f77c6bb9e5,ec84a73745199ff840ecafcb924383ad,ec84a73745199ff840ecafcb9283193f,executive,reserved,2010-11-29 17:30:00,"-12,0477619","-77,0911556",2010-11-29 18:59:00,"-12,0900539","-76,9834274",drop off,"-12,04904079","-77,11185694",2010-11-29 17:25:00,web,,
cd6fba80de11849ce566009f41be01c4,ae06c34243f741e203e97c48eb42017b,3abce16ea601affbeae8f50584ce72ef,ab6ee368af1a9e1293acc0d14d1f9338,executive,asap,2010-11-28 15:57:00,"-12,098176","-76,971417",2010-11-28 16:46:00,"-12,15","-77,0166667",drop off,0,0,2010-11-28 16:25:00,web,,5.0
cd6fba80de11849ce566009f41bebf6b,2ca81f8112b8c60af222ee2ed7287d4e,40187316352d2c03ddc19e9c8ad7c514,fdd18304908a4fa34b8435f2646224bd,executive,asap,2010-11-28 13:56:00,"-12,105472","-77,018854",2010-11-28 14:45:00,"-12,0772222","-77,0927778",drop off,"-12,10574123","-77,01898057",2010-11-28 14:20:00,web,,5.0
9b22b91f3fa3f39566f27c128024a290,ae06c34243f741e203e97c48eb42017b,ec84a73745199ff840ecafcb924383ad,c2ed6bdd0113ad6f195e8586932279ba,executive,asap,2010-11-28 13:40:00,"-12,098176","-76,971417",2010-11-28 13:53:00,"-12,15","-77,0166667",drop off,0,0,2010-11-28 13:49:00,web,,5.0
9b22b91f3fa3f39566f27c1280232031,bb24cdc37671db342373b97141445d95,12c472dd8efc6ed622ae8669251b82f1,c26f22be31323781fd478dbcf8926d44,executive,reserved,2010-11-29 01:00:00,"-12,11867142","-77,03253174",2010-11-29 02:01:00,"-12,02514267","-77,10903931",drop off,"-12,0943008","-77,03317017",2010-11-29 00:52:00,iPhone,,5.0
9b22b91f3fa3f39566f27c1280b1361d,ae06c34243f741e203e97c48eb42017b,ec84a73745199ff840ecafcb924383ad,c2ed6bdd0113ad6f195e8586932279ba,executive,asap,2010-11-28 15:09:00,"-12,098176","-76,971417",2010-11-28 15:35:00,"-12,0777778","-76,9111111",drop off,"-12,09805012","-76,97122335",2010-11-28 15:21:00,web,,5.0
cd6fba80de11849ce566009f419d73e6,ae06c34243f741e203e97c48eb42017b,3abce16ea601affbeae8f50584ce72ef,ab6ee368af1a9e1293acc0d14d1f9338,executive,asap,2010-11-28 14:17:00,"-12,098176","-76,971417",2010-11-28 15:04:00,"-12,15","-77,0166667",drop off,0,0,2010-11-28 14:50:00,web,,5.0
cd6fba80de11849ce566009f41ddc2b4,9c20ca4ed54259e49914ca125da59a6a,b4f2c132de1648fecf41bb1651525c91,d7c631184e3e63de9b63154a7e244b9d,group,reserved,2010-11-29 01:00:00,"-12,11641312","-77,03887939",2010-11-29 02:35:00,"-12,02272034","-77,10775757",drop off,"-12,1116825","-76,9924559",2010-11-29 00:53:00,iPhone,,5.0
d51ec809ccecd882cbdb357b5a529200,2ca81f8112b8c60af222ee2ed7287d4e,1d8ba0bdacccf2d0d70ee9925185d231,1d8ba0bdacccf2d0d70ee99251862c54,executive,asap,2010-11-28 14:36:00,"-12,105472","-77,018854",2010-11-28 15:51:00,"-12,0991","-77,03475",drop off,0,0,2010-11-28 14:37:00,web,,5.0
cd6fba80de11849ce566009f419c41d5,8e37a68fab5f31a5e2c1b5f77c6bb9e5,1d8ba0bdacccf2d0d70ee9925185d231,1d8ba0bdacccf2d0d70ee99251862c54,executive,reserved,2010-11-29 12:50:00,"-12,0941011","-77,0273473",2010-11-29 13:08:00,"-12,0477619","-77,0911556",drop off,"-12,09691318","-77,02375919",2010-11-29 12:41:00,web,,5.0
cef7f60aa6f637c5923727214768ff67,9a509746b5612ec4d3126dab574b4c84,40187316352d2c03ddc19e9c8ad7c514,42aa958edf790ef3d45823386fb734ea,executive,asap,2010-12-01 06:28:00,"-12,10404968","-76,97137451",2010-12-01 07:13:00,"-12,09410095","-77,02734375",drop off,"-12,10398865","-76,97137451",2010-12-01 06:36:00,iPhone,5.0,5.0
d38be736e7fe01f07a4d775e9cf6b400,27bd69801ce062f9b751502b38443d94,ab581e277813d5d9ff98d03b1c96a13f,ab581e277813d5d9ff98d03b1c761722,executive,asap,2010-11-29 14:51:00,"-12,105472","-77,018854",2010-11-29 15:17:00,"-12,0991","-77,03475",drop off,"-12,10211847","-77,01770663",2010-11-29 14:58:00,web,,5.0
cef7f60aa6f637c59237272147cd5908,8998bb370b5f0cec43a373adebba0c72,3abce16ea601affbeae8f50584ce72ef,ab6ee368af1a9e1293acc0d14d1f9338,executive,reserved,2010-12-02 12:00:00,"-12,08592606","-77,04733276",2010-12-02 12:17:00,"-12,0941391","-77,01596069",drop off,"-12,10317321","-77,01504595",2010-12-02 11:52:00,iPhone,5.0,5.0
904ecef1a023a13521a66deb52ad0368,a86c8d399be95a32f795a8a9887127b9,1d8ba0bdacccf2d0d70ee9925185d231,1d8ba0bdacccf2d0d70ee99251862c54,executive,asap,2010-12-02 17:09:00,"-12,09871008","-77,04668529",2010-12-02 17:10:00,"-12,07470668","-77,09732506",rider cancel,"-12,09893562","-77,04556932",,Android,,
ae38852535ddc0db175151356befb937,d714d3665aaaf6f748ce2d52f48b4321,40187316352d2c03ddc19e9c8ad7c514,fdd18304908a4fa34b8435f2646224bd,executive,reserved,2010-12-02 15:30:00,"-12,09723282","-77,037323",2010-12-02 15:46:00,"-12,09325409","-77,02682495",drop off,"-12,10152378","-77,03587804",2010-12-02 15:26:00,iPhone,5.0,5.0
904ecef1a023a13521a66deb52883cd5,ca5f041e0b807120714a6e4616154d37,ae06c34243f741e203e97c48ebcbd9da,f6254a51b033dcea52c37c715b010474,executive,reserved,2010-12-02 22:10:00,"-12,0777187","-76,9661241",2010-12-02 22:32:00,"-12,1053457","-76,9757211",drop off,"-12,0980287","-76,97120964",2010-12-02 22:12:00,web,5.0,5.0
904ecef1a023a13521a66deb52880133,e4cae9e711f3aa4ce90ed98f2817e733,ecdcce0c956e266ed26c80fd9e5cbb8f,1d3c551d7fc3d0daf73f0a8c82781c2d,executive,reserved,2010-12-02 22:45:00,"-12,0833633","-77,0142084",2010-12-02 23:05:00,"-12,1000627","-77,0195411",drop off,"-12,08229391","-77,01344087",2010-12-02 22:41:00,web,,5.0
904ecef1a023a13521a66deb52ac702c,e4cae9e711f3aa4ce90ed98f2817e733,ecdcce0c956e266ed26c80fd9e5cbb8f,1d3c551d7fc3d0daf73f0a8c82781c2d,executive,reserved,2010-12-02 21:45:00,"-12,09909821","-77,034729",2010-12-02 22:06:00,"-12,08336258","-77,01419067",drop off,"-12,09637833","-77,0368042",2010-12-02 21:38:00,iPhone,5.0,5.0
ae38852535ddc0db175151356bed904e,e4cae9e711f3aa4ce90ed98f2817e733,ecdcce0c956e266ed26c80fd9e5cbb8f,1d3c551d7fc3d0daf73f0a8c82781c2d,executive,asap,2010-12-02 23:12:00,"-12,087705","-77,023611",2010-12-03 00:50:00,"-12,0991","-77,03475",drop off,0,0,2010-12-02 23:26:00,web,5.0,5.0
bc07c9ee82864272c87173949d6214ae,c11cd762970e9dfbbda7042f1ef3714b,40187316352d2c03ddc19e9c8ad7c514,42aa958edf790ef3d45823386fb734ea,executive,asap,2010-12-01 02:07:00,"-12,09251404","-76,99282837",2010-12-01 02:46:00,"-12,1414566","-77,01586914",drop off,"-12,09645139","-76,98750557",2010-12-01 02:12:00,iPhone,,5.0
d439fbb315b2966b8c84e219ec52d600,2f1882c87731970df63e69d4bc229c56,cd6fba80de11849ce566009f41dd27a0,9b22b91f3fa3f39566f27c128022f101,executive,asap,2010-12-01 04:37:00,"-12,10538101","-77,03457642",2010-12-01 05:07:00,"-12,12770462","-77,01376343",drop off,"-12,09353836","-77,03301781",2010-12-01 04:56:00,iPhone,,3.0
d439fbb315b2966b8c84e219ecb84aa5,39fd87734a40ad27c3aaae3d7a74d7e9,ecdcce0c956e266ed26c80fd9e1c188c,ecdcce0c956e266ed26c80fd9e7ec7e8,executive,reserved,2010-12-01 01:00:00,"-12,13438797","-77,02597046",2010-12-01 02:18:00,"-12,02159882","-77,10702515",drop off,"-12,07401958","-77,006496",2010-12-01 00:52:00,iPhone,,4.0
d439fbb315b2966b8c84e219ecda351f,8ed36e0e9dbf62743c06c09e5f7c1835,40187316352d2c03ddc19e9c8ad7c514,42aa958edf790ef3d45823386fb734ea,executive,reserved,2010-12-01 04:00:00,"-12,10523987","-77,03790283",2010-12-01 04:42:00,"-12,02356339","-77,10552979",drop off,"-12,11470896","-77,03700334",2010-12-01 03:56:00,iPhone,,5.0
fe6f8829a685b5336c9623a6690f1d5f,ff0448023dec846359f954a4742b7db3,ec84a73745199ff840ecafcb924383ad,c2ed6bdd0113ad6f195e8586932279ba,executive,asap,2010-12-03 13:43:00,"-12,13116837","-77,0090332",2010-12-03 14:33:00,"-12,09614182","-77,03671265",drop off,"-12,11676121","-77,00712204",2010-12-03 13:55:00,iPhone,5.0,5.0
904ecef1a023a13521a66deb525c97c5,28855bf737fbfc02cc845fda49d39e41,ecdcce0c956e266ed26c80fd9e1c188c,ecdcce0c956e266ed26c80fd9e7ec7e8,executive,reserved,2010-12-03 13:15:00,"-11,98462677","-77,07598877",2010-12-03 14:45:00,"-12,08581161","-76,97164917",drop off,"-11,99117788","-77,07626176",2010-12-03 13:14:00,iPhone,5.0,5.0
